pais,nombre,puntos,precio,provincia,region_1,region_2,variedad,vina,titulo_resena
Estados Unidos,,88,20.0,Oregon,Oregon,Oregon Other,Pinot Blanc,Torii Mor,Torii Mor 2014 Pinot Blanc (Oregon)
Francia,Majeur Brut Rosé,88,70.0,Champagne,Champagne,,Champagne Ensamblaje,Ayala,Ayala NV Majeur Brut Rosé  (Champagne)
Francia,,85,18.0,Beaujolais,Côte de Brouilly,,Gamay,Henry Fessy,Henry Fessy 2015  Côte de Brouilly
Chile,Reserva de Familia,90,24.0,Valle del Maipo,,,Cabernet Sauvignon,Santa Carolina,Santa Carolina 2010 Reserva de Familia Cabernet Sauvignon (Maipo Valley)
Francia,Baron des Chartrons,84,10.0,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Maison Duhard,Maison Duhard 2009 Baron des Chartrons  (Bordeaux)
Austria,Hochrain Smaragd,95,68.0,Wachau,,,Riesling,Franz Hirtzberger,Franz Hirtzberger 2015 Hochrain Smaragd Riesling (Wachau)
Estados Unidos,Estate Grown,82,19.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Lions Peak,Lions Peak 2006 Estate Grown Cabernet Sauvignon (Paso Robles)
Portugal,Vinhas Velhas,91,26.0,Dão,,,Portuguese Red,Casa da Passarella,Casa da Passarella 2008 Vinhas Velhas Red (Dão)
Francia,,87,27.0,Bordeaux,Listrac-Médoc,,Bordeaux-style Red Blend,Château Vieux Moulin,Château Vieux Moulin 2012  Listrac-Médoc
Estados Unidos,Toyon Vineyard,91,55.0,California,Napa Valley,Napa,Chardonnay,Duckhorn,Duckhorn 2013 Toyon Vineyard Chardonnay (Napa Valley)
Estados Unidos,Little Rascal Estate Grown,88,29.0,California,Paso Robles,Central Coast,Arneis,Burbank Ranch,Burbank Ranch 2013 Little Rascal Estate Grown Arneis (Paso Robles)
Italia,,83,30.0,Northeastern Italy,Collio,,Malvasia,Subida di Monte,Subida di Monte 2014 Malvasia (Collio)
Estados Unidos,Dutton Ranch,91,30.0,California,Russian River Valley,Sonoma,Chardonnay,The Calling,The Calling 2014 Dutton Ranch Chardonnay (Russian River Valley)
Estados Unidos,Maddelena,88,26.0,Washington,Columbia Valley (WA),Columbia Valley,Nebbiolo,Cavatappi,Cavatappi 2012 Maddelena Nebbiolo (Columbia Valley (WA))
Italia,Ca' Mia,94,90.0,Piedmont,Barolo,,Nebbiolo,Brovia,Brovia 2009 Ca' Mia  (Barolo)
Estados Unidos,Fries Vineyard,83,16.0,Washington,Wahluke Slope,Columbia Valley,Merlot,Latah Creek,Latah Creek 2012 Fries Vineyard Merlot (Wahluke Slope)
Italia,,87,,Piedmont,Barbera del Monferrato Superiore,,Barbera,Silvio Morando,Silvio Morando 2007  Barbera del Monferrato Superiore
Estados Unidos,Gamble Ranch Vineyard,93,48.0,California,Napa Valley,Napa,Chardonnay,Sbragia,Sbragia 2014 Gamble Ranch Vineyard Chardonnay (Napa Valley)
Francia,Le Charmois Premier Cru,87,40.0,Burgundy,Saint-Aubin,,Chardonnay,Au Pied du Mont Chauve,Au Pied du Mont Chauve 2013 Le Charmois Premier Cru  (Saint-Aubin)
Estados Unidos,Rollat,91,38.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cabernet Sauvignon,Chateau Rollat,Chateau Rollat 2008 Rollat Cabernet Sauvignon (Walla Walla Valley (WA))
Estados Unidos,River Road Ranch,89,32.0,California,Russian River Valley,Sonoma,Syrah,Trione,Trione 2008 River Road Ranch Syrah (Russian River Valley)
Estados Unidos,Lingenfelder Vineyard,90,49.0,California,Russian River Valley,Sonoma,Pinot Noir,Siduri,Siduri 2014 Lingenfelder Vineyard Pinot Noir (Russian River Valley)
Italia,Alta,86,14.0,Southern Italy,Puglia,,Nero di Troia,Teanum,Teanum 2012 Alta Nero di Troia (Puglia)
Estados Unidos,North Block,90,29.0,California,Monterey County,Central Coast,Syrah,Coastview,Coastview 2007 North Block Syrah (Monterey County)
Estados Unidos,,86,11.0,California,California,California Other,Merlot,Fat Cat,Fat Cat 2009 Merlot (California)
Portugal,3 Castas,85,7.0,Tejo,,,Portuguese Red,Fiuza,Fiuza 2013 3 Castas Red (Tejo)
Estados Unidos,Byzance,87,30.0,Washington,Columbia Valley (WA),Columbia Valley,Ensamblaje Tinto Tipo Rhône,Brian Carter Cellars,Brian Carter Cellars 2007 Byzance Red (Columbia Valley (WA))
Argentina,Bramare,91,45.0,Mendoza,Luján de Cuyo,,Cabernet Sauvignon,Viña Cobos,Viña Cobos 2011 Bramare Cabernet Sauvignon (Luján de Cuyo)
Italia,,86,12.0,Southern Italy,Taburno,,Piedirosso,Ocone,Ocone 2009 Piedirosso (Taburno)
Estados Unidos,Leeway Reserve Boushey Vineyard,88,33.0,Washington,Yakima Valley,Columbia Valley,Merlot,Genoa,Genoa 2012 Leeway Reserve Boushey Vineyard Merlot (Yakima Valley)
Francia,,90,20.0,Burgundy,Mâcon-Fuissé,,Chardonnay,Jean-Paul Paquet,Jean-Paul Paquet 2013  Mâcon-Fuissé
Francia,,86,18.0,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Peyredon Lagravette,Château Peyredon Lagravette 2014  Haut-Médoc
Italia,Terre,86,,Sicily & Sardinia,Sicilia,,Nero d'Avola,Baglio Curatolo Arini 1875,Baglio Curatolo Arini 1875 2009 Terre Nero d'Avola (Sicilia)
Francia,,88,25.0,Bordeaux,Castillon Côtes de Bordeaux,,Bordeaux-style Red Blend,Château du Roc,Château du Roc 2014  Castillon Côtes de Bordeaux
Francia,Anne de K Brut Rosé,84,20.0,Alsace,Crémant d'Alsace,,Pinot Noir,Cave de Kientzheim-Kaysersberg,Cave de Kientzheim-Kaysersberg NV Anne de K Brut Rosé Pinot Noir (Crémant d'Alsace)
Australia,The Ironstone Pressings Grenache-Shiraz-Mourvèdre,92,65.0,South Australia,McLaren Vale,,Ensamblaje Tinto Tipo Rhône,D'Arenberg,D'Arenberg 2008 The Ironstone Pressings Grenache-Shiraz-Mourvèdre Red (McLaren Vale)
Estados Unidos,Diamond Mountain Ranch Vineyard,91,65.0,California,Napa Valley,Napa,Cabernet Sauvignon,Sterling,Sterling 2004 Diamond Mountain Ranch Vineyard Cabernet Sauvignon (Napa Valley)
Estados Unidos,,89,24.0,California,Monterey,Central Coast,Syrah,Morgan,Morgan 2005 Syrah (Monterey)
Estados Unidos,Gia,87,14.0,California,California,California Other,Pinot Noir,Francis Ford Coppola,Francis Ford Coppola 2012 Gia Pinot Noir (California)
Alemania,Brauneberger  Kabinett Trocken,88,16.0,Mosel,,,Riesling,Weingut Karp-Schreiber,Weingut Karp-Schreiber 2014 Brauneberger  Kabinett Trocken Riesling (Mosel)
Estados Unidos,,89,15.0,California,California,California Other,Meritage,Sola,Sola 2013 Meritage (California)
Nueva Zelanda,,88,15.0,Marlborough,,,Sauvignon Blanc,Grove Mill,Grove Mill 2009 Sauvignon Blanc (Marlborough)
Estados Unidos,ACE,90,48.0,Washington,Columbia Valley (WA),Columbia Valley,Ensamblaje Tinto,Brian Carter Cellars,Brian Carter Cellars 2013 ACE Red (Columbia Valley (WA))
Estados Unidos,Dry,91,18.0,New York,Finger Lakes,Finger Lakes,Riesling,Empire Estate,Empire Estate 2014 Dry Riesling (Finger Lakes)
Francia,Breezette,86,17.0,Provence,Côtes de Provence,,Rosé,Domaine de la Sanglière,Domaine de la Sanglière 2014 Breezette Rosé (Côtes de Provence)
Alemania,Deidesheimer Paradiesgarten Kabinett,87,22.0,Pfalz,,,Riesling,Geh. Rat Dr. von Bassermann-Jordan,Geh. Rat Dr. von Bassermann-Jordan 2007 Deidesheimer Paradiesgarten Kabinett Riesling (Pfalz)
Estados Unidos,Dry,87,16.0,New York,Finger Lakes,Finger Lakes,Riesling,Atwater,Atwater 2010 Dry Riesling (Finger Lakes)
Estados Unidos,Andy Erickson,92,100.0,California,Napa Valley,Napa,Cabernet Sauvignon,Lookout Ridge,Lookout Ridge 2005 Andy Erickson Cabernet Sauvignon (Napa Valley)
Estados Unidos,Thorn Ridge Ranch,90,56.0,California,Russian River Valley,Sonoma,Pinot Noir,Inman Family,Inman Family 2012 Thorn Ridge Ranch Pinot Noir (Russian River Valley)
Francia,Blanc de Noirs Pinot Meunier Brut,91,69.0,Champagne,Champagne,,Pinot Meunier,Henriet-Bazin,Henriet-Bazin NV Blanc de Noirs Pinot Meunier Brut Pinot Meunier (Champagne)
Estados Unidos,sbs,91,23.0,Washington,Columbia Valley (WA),Columbia Valley,Sauvignon Blanc-Semillon,Cadaretta,Cadaretta 2011 sbs Sauvignon Blanc-Semillon (Columbia Valley (WA))
Estados Unidos,Proprietor's Special Reserve,87,20.0,New York,Hudson River Region,New York Other,Tocai Friulano,Millbrook,Millbrook 2016 Proprietor's Special Reserve Tocai Friulano (Hudson River Region)
Francia,Gouleyant,86,12.0,Southwest France,Cahors,,Malbec-Merlot,Georges Vigouroux,Georges Vigouroux 2011 Gouleyant Malbec-Merlot (Cahors)
Estados Unidos,,88,15.0,California,California,California Other,Ensamblaje Tinto,Martin Ray,Martin Ray 2009 Red (California)
Estados Unidos,Bianca Rosé,84,16.0,New York,North Fork of Long Island,Long Island,Merlot,Sannino,Sannino 2014 Bianca Rosé Merlot (North Fork of Long Island)
Francia,Barrel sample,87,,Bordeaux,Médoc,,Bordeaux-style Red Blend,Château la Tour de By,Château la Tour de By 2008 Barrel sample  (Médoc)
Estados Unidos,,87,10.0,California,California,California Other,Ensamblaje Tinto,Leaping Horse,Leaping Horse 2014 Red (California)
Italia,,88,23.0,Northeastern Italy,Collio,,Ribolla Gialla,Marco Felluga,Marco Felluga 2013 Ribolla Gialla (Collio)
Italia,,93,32.0,Piedmont,Gattinara,,Nebbiolo,Vallana,Vallana 2005  Gattinara
Austria,,90,20.0,Vienna,,,Grüner Veltliner,Wieninger,Wieninger 2014 Grüner Veltliner (Vienna)
Portugal,Twin Vines,86,7.0,Vinho Verde,,,Portuguese White,José Maria da Fonseca,José Maria da Fonseca 2010 Twin Vines White (Vinho Verde)
Italia,Il Vegro,88,22.0,Veneto,Valpolicella Classico Superiore Ripasso,,"Corvina, Rondinella, Molinara",Brigaldara,Brigaldara 2007 Il Vegro  (Valpolicella Classico Superiore Ripasso)
Estados Unidos,The Sherpa,83,12.0,California,Central Coast,Central Coast,Zinfandel,Gravity Hills,Gravity Hills 2009 The Sherpa Zinfandel (Central Coast)
Francia,Malbec,89,14.0,Southwest France,Cahors,,Malbec,Lionel Osmin & Cie,Lionel Osmin & Cie 2009 Malbec Malbec (Cahors)
Estados Unidos,Dark Star,87,20.0,Washington,Columbia Valley (WA),Columbia Valley,Ensamblaje Tinto,Kana,Kana 2006 Dark Star Red (Columbia Valley (WA))
Italia,,87,15.0,Southern Italy,Campi Flegrei,,Piedirosso,Cantine Federiciane,Cantine Federiciane 2013 Piedirosso (Campi Flegrei)
Chile,Limited Selection,89,20.0,Valle de Casablanca,,,Pinot Noir,Montes,Montes 2009 Limited Selection Pinot Noir (Casablanca Valley)
Portugal,Calçada Terroir,88,18.0,Minho,,,Alvarinho,Quinta da Calçada,Quinta da Calçada 2015 Calçada Terroir Alvarinho (Minho)
Francia,Domaine de Roure,91,80.0,Rhône Valley,Crozes-Hermitage,,Syrah,Paul Jaboulet Aîné,Paul Jaboulet Aîné 2009 Domaine de Roure  (Crozes-Hermitage)
Italia,Muffato della Sala,91,375.0,Central Italy,Umbria,,Ensamblaje Blanco,Marchesi Antinori,Marchesi Antinori 2006 Muffato della Sala White (Umbria)
Estados Unidos,,93,72.0,California,Carneros,Napa-Sonoma,Merlot,Duckhorn,Duckhorn 2013 Merlot (Carneros)
Francia,,84,12.0,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Château Terre Blanque,Château Terre Blanque 2011  Bordeaux
Francia,,85,20.0,Bordeaux,Castillon Côtes de Bordeaux,,Bordeaux-style Red Blend,Château Beynat,Château Beynat 2012  Castillon Côtes de Bordeaux
Canadá,CSV Estate Bottled,92,25.0,Ontario,Beamsville Bench,,Riesling,Cave Spring,Cave Spring 2012 CSV Estate Bottled Riesling (Beamsville Bench)
Estados Unidos,,85,15.0,California,Potter Valley,,Chardonnay,McFadden,McFadden 2014 Chardonnay (Potter Valley)
Inglaterra,Balfour Brut Rosé,92,45.0,England,,,Sparkling Blend,Hush Heath Estate,Hush Heath Estate 2013 Balfour Brut Rosé Sparkling (England)
Francia,Nature,90,25.0,Beaujolais,Morgon,,Gamay,Vignobles Bulliat,Vignobles Bulliat 2016 Nature  (Morgon)
Nueva Zelanda,Single Vineyard,90,23.0,Marlborough,,,Pinot Noir,Tohu,Tohu 2010 Single Vineyard Pinot Noir (Marlborough)
Portugal,Companhia das Lezírias Tyto Alba Vinhas Protegidas,88,23.0,Tejo,,,Sauvignon Blanc,Wines & Winemakers,Wines & Winemakers 2015 Companhia das Lezírias Tyto Alba Vinhas Protegidas Sauvignon Blanc (Tejo)
Alemania,Saulheimer Hölle Trocken,92,67.0,Rheinhessen,,,Riesling,Thörle,Thörle 2015 Saulheimer Hölle Trocken Riesling (Rheinhessen)
España,Carramimbre Reserva,90,32.0,Northern Spain,Ribera del Duero,,Tempranillo Ensamblaje,Pingón,Pingón 2011 Carramimbre Reserva  (Ribera del Duero)
Italia,,88,19.0,Sicily & Sardinia,Sicilia,,Catarratto,Lombardo,Lombardo 2015 Catarratto (Sicilia)
Austria,Ried Steinriegl,90,,Südsteiermark,,,Gelber Muskateller,Wohlmuth,Wohlmuth 2015 Ried Steinriegl Gelber Muskateller (Südsteiermark)
Portugal,Casa do Lago,85,9.0,Lisboa,,,Portuguese Red,DFJ Vinhos,DFJ Vinhos 2008 Casa do Lago Red (Lisboa)
Italia,Essence Brut,89,48.0,Lombardy,Franciacorta,,Sparkling Blend,Antica Fratta,Antica Fratta 2008 Essence Brut Sparkling (Franciacorta)
Austria,,86,,Carnuntum,,,Sauvignon Blanc,Glatzer,Glatzer 2011 Sauvignon Blanc (Carnuntum)
Estados Unidos,,84,10.0,California,California,California Other,Sauvignon Blanc,Pomelo,Pomelo 2013 Sauvignon Blanc (California)
Estados Unidos,,87,15.0,California,Sonoma County,Sonoma,Zinfandel,Sebastiani,Sebastiani 2009 Zinfandel (Sonoma County)
España,Reserva,85,47.0,Northern Spain,Ribera del Duero,,Ensamblaje Tinto,Valtravieso,Valtravieso 2011 Reserva  (Ribera del Duero)
Italia,Camparó,85,,Piedmont,Barbera d'Asti Superiore,,Barbera,Cascina La Ghersa,Cascina La Ghersa 2007 Camparó  (Barbera d'Asti Superiore)
Estados Unidos,,87,17.0,New York,Finger Lakes,Finger Lakes,Gewürztraminer,Penguin Bay,Penguin Bay 2007 Gewürztraminer (Finger Lakes)
Chile,Toknar,91,100.0,Valle del Aconcagua,,,Petit Verdot,Von Siebenthal,Von Siebenthal 2008 Toknar Petit Verdot (Aconcagua Valley)
Chile,La Joya Gran Reserva,85,15.0,Valle de Colchagua,,,Viognier,Viña Bisquertt,Viña Bisquertt 2012 La Joya Gran Reserva Viognier (Colchagua Valley)
Italia,Naturalis Extra Brut,88,34.0,Lombardy,Franciacorta,,Sparkling Blend,La Valle,La Valle 2007 Naturalis Extra Brut Sparkling (Franciacorta)
Grecia,Made with Organic Grapes,88,45.0,Nemea,,,Agiorgitiko,Spiropoulos,Spiropoulos 2008 Made with Organic Grapes Agiorgitiko (Nemea)
Estados Unidos,,85,22.0,California,Shenandoah Valley (CA),Sierra Foothills,Barbera,Bray,Bray 2010 Barbera (Shenandoah Valley (CA))
Portugal,Azul Portugal Spumante Bruto,85,16.0,Bairrada,,,Portuguese Espumante,Wines & Winemakers,Wines & Winemakers 2015 Azul Portugal Spumante Bruto Sparkling (Bairrada)
Estados Unidos,,89,28.0,California,Paso Robles,Central Coast,Petite Sirah,Broken Earth,Broken Earth 2012 Petite Sirah (Paso Robles)
Estados Unidos,,83,20.0,California,Sonoma County,Sonoma,Chardonnay,Simple Math Cellars,Simple Math Cellars 2008 Chardonnay (Sonoma County)
Estados Unidos,Cuvée de Paso,86,25.0,California,Paso Robles,Central Coast,Ensamblaje Tinto Tipo Rhône,Minassian-Young,Minassian-Young 2010 Cuvée de Paso Red (Paso Robles)
Bulgaria,Butterfly's Rock,91,25.0,Thracian Valley,,,Bordeaux-style Red Blend,Castra Rubra,Castra Rubra 2011 Butterfly's Rock Red (Thracian Valley)
Chile,Legado Reserva,86,16.0,Valle del Limarí,,,Chardonnay,De Martino,De Martino 2011 Legado Reserva Chardonnay (Limarí Valley)
España,Kila,87,13.0,Catalonia,Cava,,Sparkling Blend,Vins El Cep,Vins El Cep 2011 Kila Sparkling (Cava)
Italia,,84,,Northeastern Italy,Delle Venezie,,Traminer,Castello di Porcìa,Castello di Porcìa 2007 Traminer (Delle Venezie)
Chile,Orzada,91,20.0,Valle de Maule,,,Carmenère,Odfjell,Odfjell 2005 Orzada Carmenère (Maule Valley)
Estados Unidos,Ohana,93,40.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Kessler-Haak,Kessler-Haak 2012 Ohana Pinot Noir (Sta. Rita Hills)
Italia,Riserva Lunelli,91,59.0,Northeastern Italy,Trento,,Chardonnay,Ferrari,Ferrari 2007 Riserva Lunelli Chardonnay (Trento)
Chile,Nimbus Single Vineyard,87,15.0,Valle de Rapel,,,Carmenère,Viña Casablanca,Viña Casablanca 2012 Nimbus Single Vineyard Carmenère (Rapel Valley)
Estados Unidos,,88,30.0,California,Sonoma County,Sonoma,Cabernet Sauvignon,Deerfield Ranch,Deerfield Ranch 2007 Cabernet Sauvignon (Sonoma County)
Italia,,87,60.0,Tuscany,Brunello di Montalcino,,Sangiovese,La Pieve,La Pieve 2009  Brunello di Montalcino
Estados Unidos,,87,17.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Cloudlift Cellars,Cloudlift Cellars 2010 Chardonnay (Columbia Valley (WA))
Italia,Il Giglio,87,23.0,Sicily & Sardinia,Sicilia,,Syrah,Masseria del Feudo Grottarossa,Masseria del Feudo Grottarossa 2009 Il Giglio Syrah (Sicilia)
Italia,Eichberg,89,28.0,Northeastern Italy,Alto Adige Valle Isarco,,Veltliner,Klaus Lentsch,Klaus Lentsch 2012 Eichberg Veltliner (Alto Adige Valle Isarco)
Chile,,88,24.0,Aconcagua Costa,,,Chardonnay,Errazuriz,Errazuriz 2014 Chardonnay (Aconcagua Costa)
Francia,Optimus,86,13.0,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Château Malbat,Château Malbat 2014 Optimus  (Bordeaux)
Francia,La Châsse,85,11.0,France Other,Vin de France,,Chardonnay,Gabriel Meffre,Gabriel Meffre 2015 La Châsse Chardonnay (Vin de France)
Estados Unidos,,86,8.0,Washington,Washington,Washington Other,Cabernet Sauvignon,Pine & Post,Pine & Post 2007 Cabernet Sauvignon (Washington)
Estados Unidos,Estate Bottled,88,18.0,New York,Finger Lakes,Finger Lakes,Gamay Noir,Sheldrake Point,Sheldrake Point 2015 Estate Bottled Gamay Noir (Finger Lakes)
Italia,,87,16.0,Piedmont,Moscato d'Asti,,Moscato,Cà Bianca,Cà Bianca 2015  Moscato d'Asti
España,Tábula,92,55.0,Northern Spain,Ribera del Duero,,Tempranillo,Bodegas y Viñedos Tábula,Bodegas y Viñedos Tábula 2009 Tábula  (Ribera del Duero)
Italia,Cannubi,94,,Piedmont,Barolo,,Nebbiolo,Brezza,Brezza 2006 Cannubi  (Barolo)
Portugal,Aliança,88,10.0,Dão,,,Portuguese Red,Caves Aliança,Caves Aliança 2014 Aliança Red (Dão)
Estados Unidos,,85,28.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Patrick M. Paul,Patrick M. Paul 2000 Merlot (Columbia Valley (WA))
Estados Unidos,Hildegard,92,35.0,California,Santa Maria Valley,Central Coast,Ensamblaje Blanco,Au Bon Climat,Au Bon Climat 2012 Hildegard White (Santa Maria Valley)
Francia,Bastide de Beauvert,85,11.0,Rhône Valley,Côtes du Rhône,,Ensamblaje Tinto Tipo Rhône,Les Vignobles Foncalieu,Les Vignobles Foncalieu 2007 Bastide de Beauvert Red (Côtes du Rhône)
Francia,Brut Rosé,86,25.0,Burgundy,Crémant de Bourgogne,,Sparkling Blend,Bailly-Lapierre,Bailly-Lapierre NV Brut Rosé  (Crémant de Bourgogne)
Australia,,86,12.0,South Australia,Langhorne Creek,,Cabernet Sauvignon-Shiraz,Bleasdale,Bleasdale 1999 Cabernet Sauvignon-Shiraz (Langhorne Creek)
Alemania,,87,12.0,Rheinhessen,,,Riesling,St. Michael Weinkellerei,St. Michael Weinkellerei 2014 Riesling (Rheinhessen)
Italia,,91,15.0,Northeastern Italy,Collio,,Sauvignon Blanc,Borgo Conventi,Borgo Conventi 2002 Sauvignon Blanc (Collio)
Argentina,Armando,90,15.0,Mendoza,Mendoza,,Bonarda,La Posta,La Posta 2014 Armando Bonarda (Mendoza)
Estados Unidos,Reserve,88,90.0,Washington,Yakima Valley,Columbia Valley,Cabernet Sauvignon,Ded.Reckoning,Ded.Reckoning 2010 Reserve Cabernet Sauvignon (Yakima Valley)
Sudáfrica,Series M,92,79.0,Paarl,,,Bordeaux-style Red Blend,Vilafonté,Vilafonté 2012 Series M Red (Paarl)
Estados Unidos,Mercenary Glenrose Vineyard,89,65.0,California,Paso Robles,Central Coast,Ensamblaje Tinto Tipo Rhône,Culton,Culton 2013 Mercenary Glenrose Vineyard Red (Paso Robles)
Portugal,Branco,88,18.0,Lisboa,,,Portuguese White,Quinta de Chocapalha,Quinta de Chocapalha 2014 Branco White (Lisboa)
Alemania,Niersteiner Hipping Vom Rotliegenden red soil Trocken,89,16.0,Rheinhessen,,,Riesling,Weingut Georg Albrecht Schneider,Weingut Georg Albrecht Schneider 2014 Niersteiner Hipping Vom Rotliegenden red soil Trocken Riesling (Rheinhessen)
Francia,Cuvée Prestige Rosé Brut,91,62.0,Champagne,Champagne,,Champagne Ensamblaje,J. M. Gobillard et Fils,J. M. Gobillard et Fils 2010 Cuvée Prestige Rosé Brut  (Champagne)
Italia,Vigna Rocca,87,14.0,Central Italy,Albana di Romagna,,Albana,Tre Monti,Tre Monti 2011 Vigna Rocca  (Albana di Romagna)
Italia,Sergio Extra Dry,86,18.0,Veneto,Prosecco di Valdobbiadene,,Prosecco,Mionetto,Mionetto NV Sergio Extra Dry  (Prosecco di Valdobbiadene)
Chile,,85,13.0,Valle de Maule,,,Riesling,Meli,Meli 2012 Riesling (Maule Valley)
Estados Unidos,,87,32.0,California,Russian River Valley,Sonoma,Chardonnay,Romililly,Romililly 2012 Chardonnay (Russian River Valley)
Estados Unidos,Unfiltered,87,35.0,California,Calistoga,Napa,Merlot,Barlow,Barlow 2009 Unfiltered Merlot (Calistoga)
Estados Unidos,Garys' Vineyard,93,52.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Roar,Roar 2011 Garys' Vineyard Pinot Noir (Santa Lucia Highlands)
Francia,Grande Cuvée,91,36.0,France Other,Patrimonio,,Ensamblaje Tinto,Clos Teddi,Clos Teddi 2014 Grande Cuvée Red (Patrimonio)
Estados Unidos,Bechthold Vineyard,91,29.0,California,Lodi,Central Valley,Cinsault,Onesta,Onesta 2012 Bechthold Vineyard Cinsault (Lodi)
Australia,Soldier's Block Vineyard,83,9.0,Australia Other,Australia,,Chardonnay,Marktree,Marktree 1999 Soldier's Block Vineyard Chardonnay (Australia)
Francia,Brut,90,21.0,Alsace,Crémant d'Alsace,,Sparkling Blend,Ruhlmann,Ruhlmann NV Brut Sparkling (Crémant d'Alsace)
Estados Unidos,Giubbini Vineyard Estate Zinfandel,83,25.0,California,Paso Robles,Central Coast,Port,Rotta,Rotta 2007 Giubbini Vineyard Estate Zinfandel Port (Paso Robles)
Sudáfrica,Redhill,92,38.0,Stellenbosch,,,Pinotage,Simonsig,Simonsig 2013 Redhill Pinotage (Stellenbosch)
Italia,,93,55.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Fornacina,Fornacina 2006  Brunello di Montalcino
Estados Unidos,,85,30.0,California,Livermore Valley,Central Coast,Grenache,Longevity,Longevity 2012 Grenache (Livermore Valley)
